,tpr,tnr,rate,test_set,val_set,Tree,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc
217,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 684.185, 1: 684.185}","{0: 0.684640522875817, 1: 0.0}","{0: 0.7579, 1: 0.7579}","{0: 0.0, 1: 0.0}","{0: 0.665, 1: 0.665}","{0: 1.0, 1: 0.9663333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
218,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1791.1084258350477, 1: 1526.8357760480317}","{0: 700.58, 1: 1269.895}","{0: 0.7884522551079509, 1: 0.7666109591123271}","{0: 0.7531333333333333, 1: 0.7531333333333333}","{0: 0.452, 1: 0.452}","{0: 0.662, 1: 0.662}","{0: 0.5179606970708195, 1: 0.53298}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
219,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1553.4669925998073}","{0: 673.255, 1: 1113.58}","{0: 0.7564270152505446, 1: 0.7718467401664448}","{0: 0.7586333333333333, 1: 0.7586333333333333}","{0: 0.346, 1: 0.346}","{0: 0.681, 1: 0.681}","{0: 0.6666666666666667, 1: 0.6666666666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
220,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2053.9538931056295, 1: 1877.6225062444446}","{0: 733.37, 1: 1005.685}","{0: 0.7403561037318153, 1: 0.5879560817699115}","{0: 0.7579, 1: 0.7579}","{0: 0.227, 1: 0.227}","{0: 0.652, 1: 0.652}","{0: 0.7412903225806452, 1: 0.7337533333333335}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
221,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1347.1139800683582}","{0: 684.185, 1: 1567.105}","{0: 0.8282135076252723, 1: 0.8180937206008094}","{0: 0.7541, 1: 0.7541}","{0: 0.702, 1: 0.702}","{0: 0.667, 1: 0.667}","{0: 0.3333333333333333, 1: 0.36699999999999994}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
222,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1800.5300516126608, 1: 1516.31503744792}","{0: 684.185, 1: 1429.06}","{0: 0.7867282613700529, 1: 0.7826270077451735}","{0: 0.7591666666666667, 1: 0.7591666666666667}","{0: 0.585, 1: 0.585}","{0: 0.64, 1: 0.64}","{0: 0.52596588802373, 1: 0.5401766666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
223,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1923.9974245288277, 1: 1775.8387661555555}","{0: 673.255, 1: 1249.725}","{0: 0.7641358784027763, 1: 0.6476325686401075}","{0: 0.7601333333333333, 1: 0.7601333333333333}","{0: 0.445, 1: 0.445}","{0: 0.662, 1: 0.662}","{0: 0.6308713385242862, 1: 0.6344866666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
224,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 662.325, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.7597333333333334, 1: 0.7597333333333334}","{0: 1.0, 1: 1.0}","{0: 0.655, 1: 0.655}","{0: 0.0, 1: 0.06733333333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
225,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1527.9051200680492, 1: 2405.7758955422487}","{0: 727.905, 1: 1797.92}","{0: 0.8366138847084996, 1: 0.6690676151696607}","{0: 0.7545, 1: 0.7545}","{0: 0.881, 1: 0.881}","{0: 0.669, 1: 0.669}","{0: 0.2943270300333703, 1: 0.33193333333333325}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
226,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1782.398113166166, 1: 2287.816098196881}","{0: 673.255, 1: 1642.16}","{0: 0.790046090911955, 1: 0.6700319582846005}","{0: 0.7523333333333334, 1: 0.7523333333333334}","{0: 0.763, 1: 0.763}","{0: 0.678, 1: 0.678}","{0: 0.5105598813496477, 1: 0.5263266666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
227,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1952.5721376329545, 1: 1681.6453728}","{0: 684.185, 1: 1512.8}","{0: 0.7589072026289196, 1: 0.7576421266666667}","{0: 0.7617666666666667, 1: 0.7617666666666667}","{0: 0.665, 1: 0.665}","{0: 0.665, 1: 0.665}","{0: 0.6551501668520578, 1: 0.6563133333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
228,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 2110.685}","{0: 716.975, 1: 716.975}","{0: 0.684640522875817, 1: 0.22433333333333338}","{0: 0.6971, 1: 0.6971}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
229,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 700.58, 1: 700.58}","{0: 0.684640522875817, 1: 0.0}","{0: 0.7001666666666666, 1: 0.7001666666666666}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
230,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1845.094036068883, 1: 1500.2835090727372}","{0: 755.23, 1: 1100.355}","{0: 0.7785738268858403, 1: 0.7836475163591179}","{0: 0.6951999999999999, 1: 0.6951999999999999}","{0: 0.307, 1: 0.307}","{0: 1.0, 1: 1.0}","{0: 0.5638301816833519, 1: 0.6078833333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
231,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1685.2757709875295}","{0: 722.44, 1: 1148.06}","{0: 0.7564270152505446, 1: 0.7576131496911342}","{0: 0.7002666666666667, 1: 0.7002666666666667}","{0: 0.339, 1: 0.339}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666667, 1: 0.7003333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
232,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2097.1127068807996, 1: 1900.6239972444444}","{0: 722.44, 1: 1127.89}","{0: 0.7324587910556635, 1: 0.6190907561633427}","{0: 0.7006333333333333, 1: 0.7006333333333333}","{0: 0.332, 1: 0.332}","{0: 1.0, 1: 1.0}","{0: 0.7779606970708195, 1: 0.8003866666666668}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
233,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1431.4422514175844}","{0: 700.58, 1: 1542.58}","{0: 0.8282135076252723, 1: 0.8113461783595232}","{0: 0.7002333333333334, 1: 0.7002333333333334}","{0: 0.671, 1: 0.671}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.4006666666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
234,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1831.9936559927394, 1: 1642.7016742407613}","{0: 706.045, 1: 1541.445}","{0: 0.7809709687113011, 1: 0.7703399579417259}","{0: 0.7057, 1: 0.7057}","{0: 0.666, 1: 0.666}","{0: 1.0, 1: 1.0}","{0: 0.5526992955135336, 1: 0.5978766666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
235,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2100.3332533485523, 1: 1857.6443696444444}","{0: 716.975, 1: 1558.975}","{0: 0.7318694870359466, 1: 0.6656122387969925}","{0: 0.7059, 1: 0.7059}","{0: 0.671, 1: 0.671}","{0: 1.0, 1: 1.0}","{0: 0.7806970708194291, 1: 0.8028466666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
236,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 716.975, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.7011000000000001, 1: 0.7011000000000001}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.101}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
237,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 2548.964606060606}","{0: 749.765, 1: 1955.0}","{0: 0.8282135076252723, 1: 0.6392985858585859}","{0: 0.6996333333333333, 1: 0.6996333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333332, 1: 0.40066666666666656}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
238,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 2711.425748050682}","{0: 722.44, 1: 1955.0}","{0: 0.7564270152505446, 1: 0.5750127056530215}","{0: 0.6996, 1: 0.6996}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.7003333333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
239,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 684.185, 1: 1955.0}","{0: 0.684640522875817, 1: 0.685}","{0: 0.7005, 1: 0.7005}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
240,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4057.4198071553424, 1: 2273.550927390181}","{0: 635.0, 1: 1086.44}","{0: 0.3737566684070736, 1: 0.2570308527131783}","{0: 0.8708666666666667, 1: 0.8708666666666667}","{0: 0.342, 1: 0.342}","{0: 0.0, 1: 0.0}","{0: 0.8861142009640341, 1: 0.7966166666666666}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
241,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4427.04081632653, 1: 1955.0}","{0: 635.0, 1: 635.0}","{0: 0.30612244897959184, 1: 0.0}","{0: 0.8692333333333333, 1: 0.8692333333333333}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 0.899}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
242,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2614.712532973145, 1: 1720.009598521874}","{0: 635.0, 1: 1526.0}","{0: 0.6377470204989671, 1: 0.6685430602361291}","{0: 0.8702000000000001, 1: 0.8702000000000001}","{0: 0.675, 1: 0.675}","{0: 0.0, 1: 0.0}","{0: 0.44159436410826847, 1: 0.39699333333333336}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
243,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3345.1938775510203, 1: 1862.9624404665287}","{0: 635.0, 1: 1114.16}","{0: 0.5040816326530613, 1: 0.5426185306291066}","{0: 0.8705333333333334, 1: 0.8705333333333334}","{0: 0.363, 1: 0.363}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
244,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3345.1938775510207, 1: 1843.6660855555556}","{0: 635.0, 1: 635.0}","{0: 0.5040816326530612, 1: 0.31658907058426206}","{0: 0.8694666666666667, 1: 0.8694666666666667}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
245,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2263.3469387755104, 1: 1640.4469410706574}","{0: 635.0, 1: 1527.32}","{0: 0.7020408163265307, 1: 0.730107195857455}","{0: 0.8665, 1: 0.8665}","{0: 0.676, 1: 0.676}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.29966666666666664}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
246,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2632.7393039885587, 1: 1610.6672750681282}","{0: 635.0, 1: 1081.16}","{0: 0.6344484347687906, 1: 0.6649289319912828}","{0: 0.8684666666666667, 1: 0.8684666666666667}","{0: 0.338, 1: 0.338}","{0: 0.0, 1: 0.0}","{0: 0.4471486837226548, 1: 0.40198666666666666}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
247,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2263.3469387755104, 1: 1593.8614444444445}","{0: 635.0, 1: 635.0}","{0: 0.7020408163265305, 1: 0.509241226747109}","{0: 0.8688, 1: 0.8688}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333334, 1: 0.29966666666666675}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
248,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 635.0, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.8683333333333334, 1: 0.8683333333333334}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
249,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1932.9323514789673, 1: 1860.1350865446368}","{0: 635.0, 1: 1562.96}","{0: 0.7625009420898504, 1: 0.7433190964033398}","{0: 0.8682000000000001, 1: 0.8682000000000001}","{0: 0.703, 1: 0.703}","{0: 0.0, 1: 0.0}","{0: 0.23152762328513155, 1: 0.20814333333333326}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
250,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1882.738985721096, 1: 1635.8234522522523}","{0: 635.0, 1: 1057.4}","{0: 0.7716854554947674, 1: 0.7572398241441441}","{0: 0.8693666666666666, 1: 0.8693666666666666}","{0: 0.32, 1: 0.32}","{0: 0.0, 1: 0.0}","{0: 0.2160622914349277, 1: 0.19424}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
251,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 1241.6149999999998}","{0: 635.0, 1: 635.0}","{0: 0.9, 1: 0.889}","{0: 0.8713000000000001, 1: 0.8713000000000001}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
252,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4201.09245011464, 1: 2447.7473776}","{0: 651.395, 1: 929.915}","{0: 0.34746707225715645, 1: 0.2061366149019608}","{0: 0.8170666666666667, 1: 0.8170666666666667}","{0: 0.211, 1: 0.211}","{0: 0.34, 1: 0.34}","{0: 0.9303819058212829, 1: 0.8700800000000001}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
253,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4427.04081632653, 1: 1955.0}","{0: 656.86, 1: 656.86}","{0: 0.30612244897959184, 1: 0.0}","{0: 0.8167333333333333, 1: 0.8167333333333333}","{0: 0.0, 1: 0.0}","{0: 0.322, 1: 0.322}","{0: 1.0, 1: 0.9326666666666666}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
